customer_id,day,predicted_activity
1087779,Day +7,0.0
108778,Day +1,0.02
108778,Day +2,0.01
108778,Day +3,0.0
108778,Day +4,0.01
108778,Day +5,0.01
108778,Day +6,0.01
108778,Day +7,0.0
1087780,Day +1,0.02
1087780,Day +2,0.01
1087780,Day +3,0.0
1087780,Day +4,0.01
1087780,Day +5,0.01
1087780,Day +6,0.01
1087780,Day +7,0.0
1087781,Day +1,0.02
1087781,Day +2,0.01
1087781,Day +3,0.0
1087781,Day +4,0.01
1087781,Day +5,0.01
1087781,Day +6,0.01
1087781,Day +7,0.0
1087782,Day +1,0.02
1087782,Day +2,0.01
1087782,Day +3,0.0
1087782,Day +4,0.01
1087782,Day +5,0.01
1087782,Day +6,0.01
1087782,Day +7,0.0
1087783,Day +1,0.02
1087783,Day +2,0.01
1087783,Day +3,0.0
1087783,Day +4,0.01
1087783,Day +5,0.01
1087783,Day +6,0.01
1087783,Day +7,0.0
1087784,Day +1,0.02
1087784,Day +2,0.01
1087784,Day +3,0.0
1087784,Day +4,0.01
1087784,Day +5,0.01
1087784,Day +6,0.01
1087784,Day +7,0.0
1087785,Day +1,0.02
1087785,Day +2,0.01
1087785,Day +3,0.0
1087785,Day +4,0.01
1087785,Day +5,0.01
1087785,Day +6,0.01
1087785,Day +7,0.0
1087786,Day +1,0.02
1087786,Day +2,0.01
1087786,Day +3,0.0
1087786,Day +4,0.01
1087786,Day +5,0.01
1087786,Day +6,0.01
1087786,Day +7,0.0
1087787,Day +1,0.02
1087787,Day +2,0.01
1087787,Day +3,0.0
1087787,Day +4,0.01
1087787,Day +5,0.01
1087787,Day +6,0.01
1087787,Day +7,0.0
1087788,Day +1,0.02
1087788,Day +2,0.01
1087788,Day +3,0.0
1087788,Day +4,0.01
1087788,Day +5,0.01
1087788,Day +6,0.01
1087788,Day +7,0.0
1087789,Day +1,0.02
1087789,Day +2,0.01
1087789,Day +3,0.0
1087789,Day +4,0.01
1087789,Day +5,0.01
1087789,Day +6,0.01
1087789,Day +7,0.0
108779,Day +1,0.02
108779,Day +2,0.01
108779,Day +3,0.0
108779,Day +4,0.01
108779,Day +5,0.01
108779,Day +6,0.01
108779,Day +7,0.0
1087790,Day +1,0.02
1087790,Day +2,0.01
1087790,Day +3,0.0
1087790,Day +4,0.01
1087790,Day +5,0.01
1087790,Day +6,0.01
1087790,Day +7,0.0
1087791,Day +1,0.02
1087791,Day +2,0.01
1087791,Day +3,0.0
1087791,Day +4,0.01
1087791,Day +5,0.01
1087791,Day +6,0.01
1087791,Day +7,0.0
1087792,Day +1,0.02
1087792,Day +2,0.01
1087792,Day +3,0.0
1087792,Day +4,0.01
1087792,Day +5,0.01
1087792,Day +6,0.01
1087792,Day +7,0.0
1087793,Day +1,0.02
1087793,Day +2,0.01
1087793,Day +3,0.0
1087793,Day +4,0.01
1087793,Day +5,0.01
1087793,Day +6,0.01
1087793,Day +7,0.0
1087794,Day +1,0.02
1087794,Day +2,0.01
1087794,Day +3,0.0
1087794,Day +4,0.01
1087794,Day +5,0.01
1087794,Day +6,0.01
1087794,Day +7,0.0
1087795,Day +1,0.02
1087795,Day +2,0.01
1087795,Day +3,0.0
1087795,Day +4,0.01
1087795,Day +5,0.01
1087795,Day +6,0.01
1087795,Day +7,0.0
1087796,Day +1,0.02
1087796,Day +2,0.01
1087796,Day +3,0.0
1087796,Day +4,0.01
1087796,Day +5,0.02
1087796,Day +6,0.0
1087796,Day +7,0.0
1087797,Day +1,0.02
1087797,Day +2,0.01
1087797,Day +3,0.0
1087797,Day +4,0.01
1087797,Day +5,0.01
1087797,Day +6,0.01
1087797,Day +7,0.0
1087798,Day +1,0.02
1087798,Day +2,0.01
1087798,Day +3,0.0
1087798,Day +4,0.01
1087798,Day +5,0.01
1087798,Day +6,0.01
1087798,Day +7,0.0
1087799,Day +1,0.02
1087799,Day +2,0.01
1087799,Day +3,0.0
1087799,Day +4,0.01
1087799,Day +5,0.01
1087799,Day +6,0.01
1087799,Day +7,0.0
10878,Day +1,0.02
10878,Day +2,0.01
10878,Day +3,0.0
10878,Day +4,0.01
10878,Day +5,0.01
10878,Day +6,0.01
10878,Day +7,0.0
108780,Day +1,0.02
108780,Day +2,0.01
108780,Day +3,0.0
108780,Day +4,0.01
108780,Day +5,0.01
108780,Day +6,0.01
108780,Day +7,0.0
1087800,Day +1,0.02
1087800,Day +2,0.01
1087800,Day +3,0.0
1087800,Day +4,0.01
1087800,Day +5,0.01
1087800,Day +6,0.01
1087800,Day +7,0.0
1087801,Day +1,0.02
1087801,Day +2,0.01
1087801,Day +3,0.0
1087801,Day +4,0.01
1087801,Day +5,0.01
1087801,Day +6,0.01
1087801,Day +7,0.0
1087802,Day +1,0.02
1087802,Day +2,0.01
1087802,Day +3,0.0
1087802,Day +4,0.01
1087802,Day +5,0.01
1087802,Day +6,0.01
1087802,Day +7,0.0
1087803,Day +1,0.02
1087803,Day +2,0.01
1087803,Day +3,0.0
1087803,Day +4,0.01
1087803,Day +5,0.01
1087803,Day +6,0.01
1087803,Day +7,0.0
1087804,Day +1,0.02
1087804,Day +2,0.01
1087804,Day +3,0.0
1087804,Day +4,0.01
1087804,Day +5,0.01
1087804,Day +6,0.01
1087804,Day +7,0.0
1087805,Day +1,0.02
1087805,Day +2,0.01
1087805,Day +3,0.0
1087805,Day +4,0.01
1087805,Day +5,0.01
1087805,Day +6,0.01
1087805,Day +7,0.0
1087806,Day +1,0.02
1087806,Day +2,0.01
1087806,Day +3,0.0
1087806,Day +4,0.01
1087806,Day +5,0.01
1087806,Day +6,0.01
1087806,Day +7,0.0
1087807,Day +1,0.02
1087807,Day +2,0.01
1087807,Day +3,0.0
1087807,Day +4,0.01
1087807,Day +5,0.01
1087807,Day +6,0.01
1087807,Day +7,0.0
1087808,Day +1,0.02
1087808,Day +2,0.01
1087808,Day +3,0.0
1087808,Day +4,0.01
1087808,Day +5,0.01
1087808,Day +6,0.01
1087808,Day +7,0.0
1087809,Day +1,0.02
1087809,Day +2,0.01
1087809,Day +3,0.0
1087809,Day +4,0.01
1087809,Day +5,0.01
1087809,Day +6,0.01
1087809,Day +7,0.0
108781,Day +1,0.02
108781,Day +2,0.01
108781,Day +3,0.0
108781,Day +4,0.01
108781,Day +5,0.01
108781,Day +6,0.01
108781,Day +7,0.0
1087810,Day +1,0.02
1087810,Day +2,0.01
1087810,Day +3,0.0
1087810,Day +4,0.01
1087810,Day +5,0.01
1087810,Day +6,0.01
1087810,Day +7,0.0
1087811,Day +1,0.02
1087811,Day +2,0.01
1087811,Day +3,0.0
1087811,Day +4,0.01
1087811,Day +5,0.01
1087811,Day +6,0.01
1087811,Day +7,0.0
1087812,Day +1,0.02
1087812,Day +2,0.01
1087812,Day +3,0.0
1087812,Day +4,0.01
1087812,Day +5,0.01
1087812,Day +6,0.01
1087812,Day +7,0.0
1087813,Day +1,0.02
1087813,Day +2,0.01
1087813,Day +3,0.0
1087813,Day +4,0.01
1087813,Day +5,0.01
1087813,Day +6,0.01
1087813,Day +7,0.0
1087814,Day +1,0.02
1087814,Day +2,0.01
1087814,Day +3,0.0
1087814,Day +4,0.01
1087814,Day +5,0.01
1087814,Day +6,0.01
1087814,Day +7,0.0
1087815,Day +1,0.02
1087815,Day +2,0.01
1087815,Day +3,0.0
1087815,Day +4,0.01
1087815,Day +5,0.01
1087815,Day +6,0.01
1087815,Day +7,0.0
1087816,Day +1,0.02
1087816,Day +2,0.01
1087816,Day +3,0.0
1087816,Day +4,0.01
1087816,Day +5,0.01
1087816,Day +6,0.01
1087816,Day +7,0.0
1087817,Day +1,0.02
1087817,Day +2,0.01
1087817,Day +3,0.0
1087817,Day +4,0.01
1087817,Day +5,0.01
1087817,Day +6,0.01
1087817,Day +7,0.0
1087818,Day +1,0.02
1087818,Day +2,0.01
1087818,Day +3,0.0
1087818,Day +4,0.01
1087818,Day +5,0.01
1087818,Day +6,0.01
1087818,Day +7,0.0
1087819,Day +1,0.02
1087819,Day +2,0.01
1087819,Day +3,0.0
1087819,Day +4,0.01
1087819,Day +5,0.01
1087819,Day +6,0.01
1087819,Day +7,0.0
108782,Day +1,0.02
108782,Day +2,0.01
108782,Day +3,0.0
108782,Day +4,0.01
108782,Day +5,0.01
108782,Day +6,0.01
108782,Day +7,0.0
1087820,Day +1,0.02
1087820,Day +2,0.01
1087820,Day +3,0.0
1087820,Day +4,0.01
1087820,Day +5,0.01
1087820,Day +6,0.01
1087820,Day +7,0.0
1087821,Day +1,0.02
1087821,Day +2,0.01
1087821,Day +3,0.0
1087821,Day +4,0.01
1087821,Day +5,0.01
1087821,Day +6,0.01
1087821,Day +7,0.0
1087822,Day +1,0.02
1087822,Day +2,0.01
1087822,Day +3,0.0
1087822,Day +4,0.01
1087822,Day +5,0.01
1087822,Day +6,0.01
1087822,Day +7,0.0
1087823,Day +1,0.02
1087823,Day +2,0.01
1087823,Day +3,0.0
1087823,Day +4,0.01
1087823,Day +5,0.01
1087823,Day +6,0.01
1087823,Day +7,0.0
1087824,Day +1,0.02
1087824,Day +2,0.01
1087824,Day +3,0.0
1087824,Day +4,0.01
1087824,Day +5,0.01
1087824,Day +6,0.01
1087824,Day +7,0.0
1087825,Day +1,0.02
1087825,Day +2,0.01
1087825,Day +3,0.0
1087825,Day +4,0.01
1087825,Day +5,0.01
1087825,Day +6,0.01
1087825,Day +7,0.0
1087826,Day +1,0.02
1087826,Day +2,0.01
1087826,Day +3,0.0
1087826,Day +4,0.01
1087826,Day +5,0.01
1087826,Day +6,0.01
1087826,Day +7,0.0
1087827,Day +1,0.02
1087827,Day +2,0.01
1087827,Day +3,0.0
1087827,Day +4,0.01
1087827,Day +5,0.01
1087827,Day +6,0.01
1087827,Day +7,0.0
1087828,Day +1,0.02
1087828,Day +2,0.01
1087828,Day +3,0.0
1087828,Day +4,0.01
1087828,Day +5,0.01
1087828,Day +6,0.01
1087828,Day +7,0.0
1087829,Day +1,0.02
1087829,Day +2,0.01
1087829,Day +3,0.0
1087829,Day +4,0.01
1087829,Day +5,0.01
1087829,Day +6,0.01
1087829,Day +7,0.0
108783,Day +1,0.02
108783,Day +2,0.01
108783,Day +3,0.0
108783,Day +4,0.01
108783,Day +5,0.01
108783,Day +6,0.01
108783,Day +7,0.0
1087830,Day +1,0.02
1087830,Day +2,0.01
1087830,Day +3,0.0
1087830,Day +4,0.01
1087830,Day +5,0.01
1087830,Day +6,0.01
1087830,Day +7,0.0
1087831,Day +1,0.02
1087831,Day +2,0.01
1087831,Day +3,0.0
1087831,Day +4,0.01
1087831,Day +5,0.01
1087831,Day +6,0.01
1087831,Day +7,0.0
1087832,Day +1,0.02
1087832,Day +2,0.01
1087832,Day +3,0.0
1087832,Day +4,0.01
1087832,Day +5,0.01
1087832,Day +6,0.01
1087832,Day +7,0.0
1087833,Day +1,0.02
1087833,Day +2,0.01
1087833,Day +3,0.0
1087833,Day +4,0.01
1087833,Day +5,0.01
1087833,Day +6,0.01
1087833,Day +7,0.0
1087834,Day +1,0.02
1087834,Day +2,0.01
1087834,Day +3,0.0
1087834,Day +4,0.01
1087834,Day +5,0.01
1087834,Day +6,0.01
1087834,Day +7,0.0
1087835,Day +1,0.02
1087835,Day +2,0.01
1087835,Day +3,0.0
1087835,Day +4,0.01
1087835,Day +5,0.01
1087835,Day +6,0.01
1087835,Day +7,0.0
1087836,Day +1,0.02
1087836,Day +2,0.01
1087836,Day +3,0.0
1087836,Day +4,0.01
1087836,Day +5,0.01
1087836,Day +6,0.01
1087836,Day +7,0.0
