customer_id,day,predicted_activity
1098118,Day +5,0.01
1098118,Day +6,0.01
1098118,Day +7,0.0
1098217,Day +1,0.02
1098217,Day +2,0.01
1098217,Day +3,0.0
1098217,Day +4,0.01
1098217,Day +5,0.01
1098217,Day +6,0.01
1098217,Day +7,0.0
1098517,Day +1,0.02
1098517,Day +2,0.01
1098517,Day +3,0.0
1098517,Day +4,0.01
1098517,Day +5,0.01
1098517,Day +6,0.01
1098517,Day +7,0.0
1098562,Day +1,0.02
1098562,Day +2,0.01
1098562,Day +3,0.0
1098562,Day +4,0.01
1098562,Day +5,0.01
1098562,Day +6,0.01
1098562,Day +7,0.0
1098721,Day +1,0.02
1098721,Day +2,0.01
1098721,Day +3,0.0
1098721,Day +4,0.01
1098721,Day +5,0.01
1098721,Day +6,0.01
1098721,Day +7,0.0
1098901,Day +1,0.02
1098901,Day +2,0.01
1098901,Day +3,0.0
1098901,Day +4,0.01
1098901,Day +5,0.01
1098901,Day +6,0.01
1098901,Day +7,0.0
1001047,Day +1,0.02
1001047,Day +2,0.01
1001047,Day +3,0.0
1001047,Day +4,0.01
1001047,Day +5,0.01
1001047,Day +6,0.01
1001047,Day +7,0.0
1009899,Day +1,0.02
1009899,Day +2,0.01
1009899,Day +3,0.0
1009899,Day +4,0.01
1009899,Day +5,0.01
1009899,Day +6,0.01
1009899,Day +7,0.0
1099151,Day +1,0.02
1099151,Day +2,0.01
1099151,Day +3,0.0
1099151,Day +4,0.01
1099151,Day +5,0.01
1099151,Day +6,0.01
1099151,Day +7,0.0
1099508,Day +1,0.02
1099508,Day +2,0.01
1099508,Day +3,0.0
1099508,Day +4,0.01
1099508,Day +5,0.01
1099508,Day +6,0.01
1099508,Day +7,0.0
1099577,Day +1,0.02
1099577,Day +2,0.01
1099577,Day +3,0.0
1099577,Day +4,0.01
1099577,Day +5,0.01
1099577,Day +6,0.01
1099577,Day +7,0.0
1099793,Day +1,0.02
1099793,Day +2,0.01
1099793,Day +3,0.0
1099793,Day +4,0.01
1099793,Day +5,0.01
1099793,Day +6,0.01
1099793,Day +7,0.0
110003,Day +1,0.02
110003,Day +2,0.01
110003,Day +3,0.0
110003,Day +4,0.01
110003,Day +5,0.01
110003,Day +6,0.01
110003,Day +7,0.0
1100082,Day +1,0.02
1100082,Day +2,0.01
1100082,Day +3,0.0
1100082,Day +4,0.01
1100082,Day +5,0.01
1100082,Day +6,0.01
1100082,Day +7,0.0
1100133,Day +1,0.02
1100133,Day +2,0.01
1100133,Day +3,0.0
1100133,Day +4,0.01
1100133,Day +5,0.01
1100133,Day +6,0.01
1100133,Day +7,0.0
1100530,Day +1,0.02
1100530,Day +2,0.01
1100530,Day +3,0.0
1100530,Day +4,0.01
1100530,Day +5,0.01
1100530,Day +6,0.01
1100530,Day +7,0.0
1010095,Day +1,0.02
1010095,Day +2,0.01
1010095,Day +3,0.0
1010095,Day +4,0.01
1010095,Day +5,0.01
1010095,Day +6,0.01
1010095,Day +7,0.0
1101181,Day +1,0.02
1101181,Day +2,0.01
1101181,Day +3,0.0
1101181,Day +4,0.01
1101181,Day +5,0.01
1101181,Day +6,0.01
1101181,Day +7,0.0
1101197,Day +1,0.02
1101197,Day +2,0.01
1101197,Day +3,0.0
1101197,Day +4,0.01
1101197,Day +5,0.01
1101197,Day +6,0.01
1101197,Day +7,0.0
1101395,Day +1,0.02
1101395,Day +2,0.01
1101395,Day +3,0.0
1101395,Day +4,0.01
1101395,Day +5,0.02
1101395,Day +6,0.0
1101395,Day +7,0.0
1101578,Day +1,0.02
1101578,Day +2,0.01
1101578,Day +3,0.0
1101578,Day +4,0.01
1101578,Day +5,0.01
1101578,Day +6,0.01
1101578,Day +7,0.0
1101583,Day +1,0.02
1101583,Day +2,0.01
1101583,Day +3,0.0
1101583,Day +4,0.01
1101583,Day +5,0.01
1101583,Day +6,0.01
1101583,Day +7,0.0
1102090,Day +1,0.02
1102090,Day +2,0.01
1102090,Day +3,0.0
1102090,Day +4,0.01
1102090,Day +5,0.01
1102090,Day +6,0.01
1102090,Day +7,0.0
1010290,Day +1,0.02
1010290,Day +2,0.01
1010290,Day +3,0.0
1010290,Day +4,0.01
1010290,Day +5,0.01
1010290,Day +6,0.01
1010290,Day +7,0.0
1102927,Day +1,0.02
1102927,Day +2,0.01
1102927,Day +3,0.0
1102927,Day +4,0.01
1102927,Day +5,0.01
1102927,Day +6,0.01
1102927,Day +7,0.0
1103740,Day +1,0.02
1103740,Day +2,0.01
1103740,Day +3,0.0
1103740,Day +4,0.01
1103740,Day +5,0.01
1103740,Day +6,0.01
1103740,Day +7,0.0
1103914,Day +1,0.02
1103914,Day +2,0.01
1103914,Day +3,0.0
1103914,Day +4,0.01
1103914,Day +5,0.01
1103914,Day +6,0.01
1103914,Day +7,0.0
1103924,Day +1,0.02
1103924,Day +2,0.01
1103924,Day +3,0.0
1103924,Day +4,0.01
1103924,Day +5,0.01
1103924,Day +6,0.01
1103924,Day +7,0.0
1104001,Day +1,0.02
1104001,Day +2,0.01
1104001,Day +3,0.0
1104001,Day +4,0.01
1104001,Day +5,0.01
1104001,Day +6,0.01
1104001,Day +7,0.0
1104656,Day +1,0.02
1104656,Day +2,0.01
1104656,Day +3,0.0
1104656,Day +4,0.01
1104656,Day +5,0.01
1104656,Day +6,0.01
1104656,Day +7,0.0
1104808,Day +1,0.02
1104808,Day +2,0.01
1104808,Day +3,0.0
1104808,Day +4,0.01
1104808,Day +5,0.01
1104808,Day +6,0.01
1104808,Day +7,0.0
1104865,Day +1,0.02
1104865,Day +2,0.01
1104865,Day +3,0.0
1104865,Day +4,0.01
1104865,Day +5,0.01
1104865,Day +6,0.01
1104865,Day +7,0.0
1105090,Day +1,0.02
1105090,Day +2,0.01
1105090,Day +3,0.0
1105090,Day +4,0.01
1105090,Day +5,0.01
1105090,Day +6,0.01
1105090,Day +7,0.0
1105174,Day +1,0.02
1105174,Day +2,0.01
1105174,Day +3,0.0
1105174,Day +4,0.01
1105174,Day +5,0.01
1105174,Day +6,0.01
1105174,Day +7,0.0
1106017,Day +1,0.02
1106017,Day +2,0.01
1106017,Day +3,0.0
1106017,Day +4,0.01
1106017,Day +5,0.01
1106017,Day +6,0.01
1106017,Day +7,0.0
1106030,Day +1,0.02
1106030,Day +2,0.01
1106030,Day +3,0.0
1106030,Day +4,0.01
1106030,Day +5,0.01
1106030,Day +6,0.01
1106030,Day +7,0.0
1106398,Day +1,0.02
1106398,Day +2,0.01
1106398,Day +3,0.0
1106398,Day +4,0.01
1106398,Day +5,0.01
1106398,Day +6,0.01
1106398,Day +7,0.0
1107009,Day +1,0.02
1107009,Day +2,0.01
1107009,Day +3,0.0
1107009,Day +4,0.01
1107009,Day +5,0.01
1107009,Day +6,0.01
1107009,Day +7,0.0
1107091,Day +1,0.02
1107091,Day +2,0.01
1107091,Day +3,0.0
1107091,Day +4,0.01
1107091,Day +5,0.01
1107091,Day +6,0.01
1107091,Day +7,0.0
1108020,Day +1,0.02
1108020,Day +2,0.01
1108020,Day +3,0.0
1108020,Day +4,0.01
1108020,Day +5,0.01
1108020,Day +6,0.01
1108020,Day +7,0.0
1108544,Day +1,0.02
1108544,Day +2,0.01
1108544,Day +3,0.0
1108544,Day +4,0.01
1108544,Day +5,0.01
1108544,Day +6,0.01
1108544,Day +7,0.0
1011,Day +1,0.02
1011,Day +2,0.01
1011,Day +3,0.0
1011,Day +4,0.01
1011,Day +5,0.01
1011,Day +6,0.01
1011,Day +7,0.0
1109986,Day +1,0.02
1109986,Day +2,0.01
1109986,Day +3,0.0
1109986,Day +4,0.01
1109986,Day +5,0.01
1109986,Day +6,0.01
1109986,Day +7,0.0
1110018,Day +1,0.02
1110018,Day +2,0.01
1110018,Day +3,0.0
1110018,Day +4,0.01
1110018,Day +5,0.01
1110018,Day +6,0.01
1110018,Day +7,0.0
1110348,Day +1,0.02
1110348,Day +2,0.01
1110348,Day +3,0.0
1110348,Day +4,0.01
1110348,Day +5,0.01
1110348,Day +6,0.01
1110348,Day +7,0.0
111060,Day +1,0.02
111060,Day +2,0.01
111060,Day +3,0.0
111060,Day +4,0.01
111060,Day +5,0.01
111060,Day +6,0.01
111060,Day +7,0.0
1110766,Day +1,0.02
1110766,Day +2,0.01
1110766,Day +3,0.0
1110766,Day +4,0.01
1110766,Day +5,0.01
1110766,Day +6,0.01
1110766,Day +7,0.0
1110976,Day +1,0.02
1110976,Day +2,0.01
1110976,Day +3,0.0
1110976,Day +4,0.01
1110976,Day +5,0.01
1110976,Day +6,0.01
1110976,Day +7,0.0
1111258,Day +1,0.02
1111258,Day +2,0.01
1111258,Day +3,0.0
1111258,Day +4,0.01
1111258,Day +5,0.01
1111258,Day +6,0.01
1111258,Day +7,0.0
1111805,Day +1,0.02
1111805,Day +2,0.01
1111805,Day +3,0.0
1111805,Day +4,0.01
1111805,Day +5,0.01
1111805,Day +6,0.01
1111805,Day +7,0.0
1111915,Day +1,0.02
1111915,Day +2,0.01
1111915,Day +3,0.0
1111915,Day +4,0.01
1111915,Day +5,0.01
1111915,Day +6,0.01
1111915,Day +7,0.0
1112341,Day +1,0.02
1112341,Day +2,0.01
1112341,Day +3,0.0
1112341,Day +4,0.01
1112341,Day +5,0.01
1112341,Day +6,0.01
1112341,Day +7,0.0
1112372,Day +1,0.02
1112372,Day +2,0.01
1112372,Day +3,0.0
1112372,Day +4,0.01
1112372,Day +5,0.01
1112372,Day +6,0.01
1112372,Day +7,0.0
1112373,Day +1,0.02
1112373,Day +2,0.01
1112373,Day +3,0.0
1112373,Day +4,0.01
1112373,Day +5,0.01
1112373,Day +6,0.01
1112373,Day +7,0.0
1112485,Day +1,0.02
1112485,Day +2,0.01
1112485,Day +3,0.0
1112485,Day +4,0.01
1112485,Day +5,0.01
1112485,Day +6,0.01
1112485,Day +7,0.0
111256,Day +1,0.02
111256,Day +2,0.01
111256,Day +3,0.0
111256,Day +4,0.01
111256,Day +5,0.01
111256,Day +6,0.01
111256,Day +7,0.0
1113022,Day +1,0.02
1113022,Day +2,0.01
1113022,Day +3,0.0
1113022,Day +4,0.01
1113022,Day +5,0.01
1113022,Day +6,0.01
1113022,Day +7,0.0
1113647,Day +1,0.02
1113647,Day +2,0.01
1113647,Day +3,0.0
1113647,Day +4,0.01
1113647,Day +5,0.01
1113647,Day +6,0.01
1113647,Day +7,0.0
111402,Day +1,0.02
111402,Day +2,0.01
111402,Day +3,0.0
111402,Day +4,0.01
111402,Day +5,0.01
111402,Day +6,0.01
111402,Day +7,0.0
1114089,Day +1,0.02
1114089,Day +2,0.01
1114089,Day +3,0.0
1114089,Day +4,0.01
1114089,Day +5,0.01
1114089,Day +6,0.01
1114089,Day +7,0.0
1114321,Day +1,0.02
1114321,Day +2,0.01
1114321,Day +3,0.0
1114321,Day +4,0.01
1114321,Day +5,0.01
1114321,Day +6,0.01
1114321,Day +7,0.0
1114399,Day +1,0.02
1114399,Day +2,0.01
1114399,Day +3,0.0
1114399,Day +4,0.01
1114399,Day +5,0.01
1114399,Day +6,0.01
1114399,Day +7,0.0
1114893,Day +1,0.02
1114893,Day +2,0.01
1114893,Day +3,0.0
1114893,Day +4,0.01
1114893,Day +5,0.01
1114893,Day +6,0.01
1114893,Day +7,0.0
1115179,Day +1,0.02
1115179,Day +2,0.01
1115179,Day +3,0.0
1115179,Day +4,0.01
1115179,Day +5,0.01
1115179,Day +6,0.01
1115179,Day +7,0.0
1011515,Day +1,0.02
1011515,Day +2,0.01
1011515,Day +3,0.0
1011515,Day +4,0.01
1011515,Day +5,0.01
1011515,Day +6,0.01
1011515,Day +7,0.0
1011546,Day +1,0.02
1011546,Day +2,0.01
1011546,Day +3,0.0
1011546,Day +4,0.01
1011546,Day +5,0.01
1011546,Day +6,0.01
1011546,Day +7,0.0
1115344,Day +1,0.02
1115344,Day +2,0.01
1115344,Day +3,0.0
1115344,Day +4,0.01
1115344,Day +5,0.01
1115344,Day +6,0.01
1115344,Day +7,0.0
111552,Day +1,0.02
111552,Day +2,0.01
111552,Day +3,0.0
111552,Day +4,0.01
111552,Day +5,0.01
111552,Day +6,0.01
111552,Day +7,0.0
1115607,Day +1,0.02
1115607,Day +2,0.01
1115607,Day +3,0.0
1115607,Day +4,0.01
1115607,Day +5,0.01
1115607,Day +6,0.01
1115607,Day +7,0.0
1116042,Day +1,0.02
1116042,Day +2,0.01
1116042,Day +3,0.0
1116042,Day +4,0.01
1116042,Day +5,0.01
1116042,Day +6,0.01
1116042,Day +7,0.0
1116047,Day +1,0.02
1116047,Day +2,0.01
1116047,Day +3,0.0
1116047,Day +4,0.01
1116047,Day +5,0.01
1116047,Day +6,0.01
1116047,Day +7,0.0
1116168,Day +1,0.02
1116168,Day +2,0.01
1116168,Day +3,0.0
1116168,Day +4,0.01
1116168,Day +5,0.01
1116168,Day +6,0.01
1116168,Day +7,0.0
111656,Day +1,0.02
111656,Day +2,0.01
111656,Day +3,0.0
111656,Day +4,0.01
111656,Day +5,0.01
111656,Day +6,0.01
111656,Day +7,0.0
1116934,Day +1,0.02
1116934,Day +2,0.01
1116934,Day +3,0.0
1116934,Day +4,0.01
1116934,Day +5,0.01
1116934,Day +6,0.01
1116934,Day +7,0.0
1117152,Day +1,0.02
1117152,Day +2,0.01
1117152,Day +3,0.0
1117152,Day +4,0.01
1117152,Day +5,0.01
1117152,Day +6,0.01
1117152,Day +7,0.0
1117223,Day +1,0.02
1117223,Day +2,0.01
1117223,Day +3,0.0
1117223,Day +4,0.01
1117223,Day +5,0.01
1117223,Day +6,0.01
1117223,Day +7,0.0
1118319,Day +1,0.02
1118319,Day +2,0.01
1118319,Day +3,0.0
1118319,Day +4,0.01
1118319,Day +5,0.01
1118319,Day +6,0.01
1118319,Day +7,0.0
1118480,Day +1,0.02
1118480,Day +2,0.01
1118480,Day +3,0.0
1118480,Day +4,0.01
1118480,Day +5,0.01
1118480,Day +6,0.01
1118480,Day +7,0.0
1118608,Day +1,0.02
1118608,Day +2,0.01
1118608,Day +3,0.0
1118608,Day +4,0.01
1118608,Day +5,0.01
1118608,Day +6,0.01
1118608,Day +7,0.0
1118852,Day +1,0.02
1118852,Day +2,0.01
1118852,Day +3,0.0
1118852,Day +4,0.01
1118852,Day +5,0.01
1118852,Day +6,0.01
1118852,Day +7,0.0
1119006,Day +1,0.02
1119006,Day +2,0.01
1119006,Day +3,0.0
1119006,Day +4,0.01
1119006,Day +5,0.01
1119006,Day +6,0.01
1119006,Day +7,0.0
1119313,Day +1,0.02
1119313,Day +2,0.01
1119313,Day +3,0.0
1119313,Day +4,0.01
1119313,Day +5,0.01
1119313,Day +6,0.01
1119313,Day +7,0.0
1119545,Day +1,0.02
1119545,Day +2,0.01
1119545,Day +3,0.0
1119545,Day +4,0.01
1119545,Day +5,0.01
1119545,Day +6,0.01
1119545,Day +7,0.0
1119560,Day +1,0.02
1119560,Day +2,0.01
1119560,Day +3,0.0
1119560,Day +4,0.01
1119560,Day +5,0.01
1119560,Day +6,0.01
1119560,Day +7,0.0
1119683,Day +1,0.02
1119683,Day +2,0.01
1119683,Day +3,0.0
1119683,Day +4,0.01
1119683,Day +5,0.01
1119683,Day +6,0.01
1119683,Day +7,0.0
1012005,Day +1,0.02
1012005,Day +2,0.01
1012005,Day +3,0.0
1012005,Day +4,0.01
1012005,Day +5,0.01
1012005,Day +6,0.01
1012005,Day +7,0.0
1119982,Day +1,0.02
1119982,Day +2,0.01
1119982,Day +3,0.0
1119982,Day +4,0.01
1119982,Day +5,0.01
1119982,Day +6,0.01
1119982,Day +7,0.0
1120206,Day +1,0.02
1120206,Day +2,0.01
1120206,Day +3,0.0
1120206,Day +4,0.01
1120206,Day +5,0.01
1120206,Day +6,0.01
1120206,Day +7,0.0
1120216,Day +1,0.02
1120216,Day +2,0.01
1120216,Day +3,0.0
1120216,Day +4,0.01
1120216,Day +5,0.01
1120216,Day +6,0.01
1120216,Day +7,0.0
1122493,Day +1,0.02
1122493,Day +2,0.01
1122493,Day +3,0.0
1122493,Day +4,0.01
1122493,Day +5,0.01
1122493,Day +6,0.01
1122493,Day +7,0.0
1122611,Day +1,0.02
1122611,Day +2,0.01
1122611,Day +3,0.0
1122611,Day +4,0.01
1122611,Day +5,0.01
1122611,Day +6,0.01
1122611,Day +7,0.0
1122640,Day +1,0.02
1122640,Day +2,0.01
1122640,Day +3,0.0
1122640,Day +4,0.01
1122640,Day +5,0.01
1122640,Day +6,0.01
1122640,Day +7,0.0
1122826,Day +1,0.02
1122826,Day +2,0.01
1122826,Day +3,0.0
1122826,Day +4,0.01
1122826,Day +5,0.01
1122826,Day +6,0.01
1122826,Day +7,0.0
1123179,Day +1,0.02
1123179,Day +2,0.01
1123179,Day +3,0.0
1123179,Day +4,0.01
1123179,Day +5,0.01
1123179,Day +6,0.01
1123179,Day +7,0.0
1123193,Day +1,0.02
1123193,Day +2,0.01
1123193,Day +3,0.0
1123193,Day +4,0.01
1123193,Day +5,0.01
1123193,Day +6,0.01
1123193,Day +7,0.0
1123367,Day +1,0.02
1123367,Day +2,0.01
1123367,Day +3,0.0
1123367,Day +4,0.01
1123367,Day +5,0.01
1123367,Day +6,0.01
1123367,Day +7,0.0
1123378,Day +1,0.02
1123378,Day +2,0.01
1123378,Day +3,0.0
1123378,Day +4,0.01
1123378,Day +5,0.01
1123378,Day +6,0.01
1123378,Day +7,0.0
1123701,Day +1,0.02
1123701,Day +2,0.01
1123701,Day +3,0.0
1123701,Day +4,0.01
1123701,Day +5,0.01
1123701,Day +6,0.01
1123701,Day +7,0.0
1123915,Day +1,0.02
1123915,Day +2,0.01
1123915,Day +3,0.0
1123915,Day +4,0.01
1123915,Day +5,0.01
1123915,Day +6,0.01
1123915,Day +7,0.0
1124129,Day +1,0.02
1124129,Day +2,0.01
1124129,Day +3,0.0
1124129,Day +4,0.01
1124129,Day +5,0.01
1124129,Day +6,0.01
1124129,Day +7,0.0
1124167,Day +1,0.02
1124167,Day +2,0.01
1124167,Day +3,0.0
1124167,Day +4,0.01
1124167,Day +5,0.01
1124167,Day +6,0.01
1124167,Day +7,0.0
1124337,Day +1,0.02
1124337,Day +2,0.01
1124337,Day +3,0.0
1124337,Day +4,0.01
1124337,Day +5,0.01
1124337,Day +6,0.01
1124337,Day +7,0.0
1125119,Day +1,0.02
1125119,Day +2,0.01
1125119,Day +3,0.0
1125119,Day +4,0.01
1125119,Day +5,0.01
1125119,Day +6,0.01
1125119,Day +7,0.0
1125196,Day +1,0.02
1125196,Day +2,0.01
1125196,Day +3,0.0
1125196,Day +4,0.01
1125196,Day +5,0.01
1125196,Day +6,0.01
1125196,Day +7,0.0
1125523,Day +1,0.02
1125523,Day +2,0.01
1125523,Day +3,0.0
1125523,Day +4,0.01
1125523,Day +5,0.01
1125523,Day +6,0.01
1125523,Day +7,0.0
1125888,Day +1,0.02
1125888,Day +2,0.01
1125888,Day +3,0.0
1125888,Day +4,0.01
1125888,Day +5,0.01
1125888,Day +6,0.01
1125888,Day +7,0.0
1012677,Day +1,0.02
1012677,Day +2,0.01
1012677,Day +3,0.0
1012677,Day +4,0.01
1012677,Day +5,0.01
1012677,Day +6,0.01
1012677,Day +7,0.0
1126008,Day +1,0.02
1126008,Day +2,0.01
1126008,Day +3,0.0
1126008,Day +4,0.01
1126008,Day +5,0.01
1126008,Day +6,0.01
1126008,Day +7,0.0
1126372,Day +1,0.02
1126372,Day +2,0.01
1126372,Day +3,0.0
1126372,Day +4,0.01
1126372,Day +5,0.01
1126372,Day +6,0.01
1126372,Day +7,0.0
1126970,Day +1,0.02
1126970,Day +2,0.01
1126970,Day +3,0.0
1126970,Day +4,0.01
1126970,Day +5,0.01
1126970,Day +6,0.01
1126970,Day +7,0.0
1127129,Day +1,0.02
1127129,Day +2,0.01
1127129,Day +3,0.0
1127129,Day +4,0.01
1127129,Day +5,0.01
1127129,Day +6,0.01
1127129,Day +7,0.0
1127354,Day +1,0.02
1127354,Day +2,0.01
1127354,Day +3,0.0
1127354,Day +4,0.01
1127354,Day +5,0.01
1127354,Day +6,0.01
1127354,Day +7,0.0
1127368,Day +1,0.02
1127368,Day +2,0.01
1127368,Day +3,0.0
1127368,Day +4,0.01
1127368,Day +5,0.01
1127368,Day +6,0.01
1127368,Day +7,0.0
1127417,Day +1,0.02
1127417,Day +2,0.01
1127417,Day +3,0.0
1127417,Day +4,0.01
1127417,Day +5,0.01
1127417,Day +6,0.01
1127417,Day +7,0.0
1127523,Day +1,0.02
1127523,Day +2,0.01
1127523,Day +3,0.0
1127523,Day +4,0.01
1127523,Day +5,0.01
1127523,Day +6,0.01
1127523,Day +7,0.0
1127571,Day +1,0.02
1127571,Day +2,0.01
1127571,Day +3,0.0
1127571,Day +4,0.01
1127571,Day +5,0.01
1127571,Day +6,0.01
1127571,Day +7,0.0
1127637,Day +1,0.02
1127637,Day +2,0.01
1127637,Day +3,0.0
1127637,Day +4,0.01
1127637,Day +5,0.01
1127637,Day +6,0.01
1127637,Day +7,0.0
1127707,Day +1,0.02
1127707,Day +2,0.01
1127707,Day +3,0.0
1127707,Day +4,0.01
1127707,Day +5,0.01
1127707,Day +6,0.01
1127707,Day +7,0.0
1012863,Day +1,0.02
1012863,Day +2,0.01
1012863,Day +3,0.0
1012863,Day +4,0.01
1012863,Day +5,0.01
1012863,Day +6,0.01
1012863,Day +7,0.0
1128369,Day +1,0.02
1128369,Day +2,0.01
1128369,Day +3,0.0
1128369,Day +4,0.01
1128369,Day +5,0.01
1128369,Day +6,0.01
1128369,Day +7,0.0
1128555,Day +1,0.02
1128555,Day +2,0.01
1128555,Day +3,0.0
1128555,Day +4,0.01
1128555,Day +5,0.01
1128555,Day +6,0.01
1128555,Day +7,0.0
113054,Day +1,0.02
113054,Day +2,0.01
113054,Day +3,0.0
113054,Day +4,0.01
113054,Day +5,0.01
113054,Day +6,0.01
113054,Day +7,0.0
1131035,Day +1,0.02
1131035,Day +2,0.01
1131035,Day +3,0.0
1131035,Day +4,0.01
1131035,Day +5,0.01
1131035,Day +6,0.01
1131035,Day +7,0.0
1131055,Day +1,0.02
1131055,Day +2,0.01
1131055,Day +3,0.0
1131055,Day +4,0.01
1131055,Day +5,0.01
1131055,Day +6,0.01
1131055,Day +7,0.0
1131246,Day +1,0.02
1131246,Day +2,0.01
1131246,Day +3,0.0
1131246,Day +4,0.01
1131246,Day +5,0.01
1131246,Day +6,0.01
1131246,Day +7,0.0
1013222,Day +1,0.02
1013222,Day +2,0.01
1013222,Day +3,0.0
1013222,Day +4,0.01
1013222,Day +5,0.01
1013222,Day +6,0.01
1013222,Day +7,0.0
1131451,Day +1,0.02
1131451,Day +2,0.01
1131451,Day +3,0.0
1131451,Day +4,0.01
1131451,Day +5,0.01
1131451,Day +6,0.01
1131451,Day +7,0.0
1131477,Day +1,0.02
1131477,Day +2,0.01
1131477,Day +3,0.0
1131477,Day +4,0.01
1131477,Day +5,0.01
1131477,Day +6,0.01
1131477,Day +7,0.0
1131502,Day +1,0.02
1131502,Day +2,0.01
1131502,Day +3,0.0
1131502,Day +4,0.01
1131502,Day +5,0.01
1131502,Day +6,0.01
1131502,Day +7,0.0
1132168,Day +1,0.02
1132168,Day +2,0.01
1132168,Day +3,0.0
1132168,Day +4,0.01
1132168,Day +5,0.01
1132168,Day +6,0.01
1132168,Day +7,0.0
1132456,Day +1,0.02
1132456,Day +2,0.01
1132456,Day +3,0.0
1132456,Day +4,0.01
1132456,Day +5,0.01
1132456,Day +6,0.01
1132456,Day +7,0.0
1132604,Day +1,0.02
1132604,Day +2,0.01
1132604,Day +3,0.0
1132604,Day +4,0.01
1132604,Day +5,0.01
1132604,Day +6,0.01
1132604,Day +7,0.0
1133163,Day +1,0.02
